Word,Count
`HashSet&lt;Option&lt;A&gt;&gt;`</param>,6
`Arr&lt;TryOption&lt;A&gt;&gt;`</param>,6
stack</returns>,6
k)`,6
<returns>`Option&lt;OptionAsync&lt;B&gt;&gt;`,6
`TryOption&lt;Set&lt;A&gt;&gt;`</param>,6
`HashSet&lt;Arr&lt;A&gt;&gt;`</param>,6
HSet</returns>,6
IDictionary,6
<returns>`OptionUnsafe&lt;TryOptionAsync&lt;B&gt;&gt;`,6
<c>cosh(x)</c></returns>,6
\handled"\)\,6
y</param>,6
HSet</param>,6
`Seq&lt;Lst&lt;A&gt;&gt;`</param>,6
`Arr&lt;Set&lt;A&gt;&gt;`</param>,6
<returns>Unioned,6
`HashSet&lt;HashSet&lt;A&gt;&gt;`</param>,6
Array,6
`TryOption&lt;Option&lt;A&gt;&gt;`</param>,6
`Option&lt;Try&lt;A&gt;&gt;`</param>,6
<returns>`Seq&lt;Task&lt;B&gt;&gt;`,6
<returns>`Arr&lt;OptionAsync&lt;B&gt;&gt;`,6
\int[]>(lhs,\,6
letter,6
Some(y),6
NewType(y),6
Clear,6
combined,6
tried,6
`Try&lt;Option&lt;A&gt;&gt;`</param>,6
`Arr&lt;Seq&lt;A&gt;&gt;`</param>,6
trailing,6
<returns>`IEnumerable&lt;Task&lt;B&gt;&gt;`,6
\name="\FUV"\>Target\,6
`OptionUnsafe&lt;Arr&lt;A&gt;&gt;`</param>,6
\cref="\ArgumentNullException"\>Null\,6
m1,6
<returns>Tuples</returns>,6
<c>tan(x)</c></returns>,6
<returns>`OptionUnsafe&lt;TryAsync&lt;B&gt;&gt;`,6
`Try&lt;Try&lt;A&gt;&gt;`</param>,6
v2,5
(y)</c>.</returns>,5
skips,5
tell</param>,5
location,5
z,5
\name="\A"\>Input\,5
\`Validation<MonoidFail,\,5
(a,5
calculates,5
\name="\keyTo"\>Range\,5
<returns>`OptionAsync&lt;Set&lt;B&gt;&gt;`,5
requirement),5
<returns>`Task&lt;Lst&lt;B&gt;&gt;`,5
0),5
keyFrom,5
carries,5
<returns>`TryOptionAsync&lt;Lst&lt;B&gt;&gt;`,5
leaving,5
\name="\FA"\>Source\,5
\name="\value"\>`value`,\,5
unchanged,5
<returns>`TryOptionAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,5
whole,5
extensions,5
\to,\,5
operand,5
\name="\option"\>None\,5
(distinct),5
\name="\rightValue"\>Value\,5
\name="\binder"\></param>\,5
groupoid,5
<returns>`TryAsync&lt;TryOption&lt;B&gt;&gt;`,5
\name="\predicate"\>Predicate\,5
TryAsync(y),5
A.</param>,5
`null`.</param>,5
divided,5
Skip,5
<returns>`Task&lt;TryOption&lt;B&gt;&gt;`,5
only),5
\name="\UR"\>Mapped\,5
\name="\DIFF"\>Subtract\,5
<returns>`TryOptionAsync&lt;Option&lt;B&gt;&gt;`,5
long,5
<returns>`TryOptionAsync&lt;Set&lt;B&gt;&gt;`,5
remaining,5
\run,\,5
synchronous,5
\name="\e"\>Exception\,5
catch,5
<returns>`OptionAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,5
\name="\xs"\>Sequence\,5
mb),5
rest,5
\name="\other"\>The\,5
(hence,5
absolutely,5
optional</param>,5
how,5
line,5
found</param>,5
provider:,5
<returns>`OptionAsync&lt;Option&lt;B&gt;&gt;`,5
<returns>`TryOptionAsync&lt;Arr&lt;B&gt;&gt;`,5
<auto-generated/>,5
divisor:,5
h1,5
5);,5
TryOptionAsync(y),5
\name="\amount"\>Amount\,5
generates,5
t</param>,5
<returns>Some(Right),5
\name="\unfolder"\>Unfold\,5
(Where,5
tail;,5
kind,5
quickly,5
\2,\,5
various,5
\transformer,\,5
succeed,5
<returns>`Task&lt;Seq&lt;B&gt;&gt;`,5
stored,5
these,5
Millimetre,5
Assert.True(counter,5
v1,5
unfold,5
<returns>`Task&lt;OptionUnsafe&lt;B&gt;&gt;`,5
unit-of-measure,5
\name="\FB"\>Target\,5
\name="\tail"\>Tail\,5
definitely,5
identity,5
<returns>`TryAsync&lt;HashSet&lt;B&gt;&gt;`,5
commonly,5
selector,5
over</param>,5
`Patch`,5
memoizes,5
<returns>`TryAsync&lt;Arr&lt;B&gt;&gt;`,5
Calculate,5
intial,5
<returns>`OptionAsync&lt;TryOption&lt;B&gt;&gt;`,5
\name="\list"\>Sequence\,5
Usually,5
async,5
<returns>`Task&lt;Set&lt;B&gt;&gt;`,5
Conditional,5
<returns>`Task&lt;Arr&lt;B&gt;&gt;`,5
120,5
converted,5
Tells,5
internal,5
knows,5
better,5
\upwards,\,5
memory,5
key</param>,5
correct,5
<returns>`TryAsync&lt;Set&lt;B&gt;&gt;`,5
\(s,\,5
\},\,5
\30,40,50\,5
\name="\V"\>Value\,5
implement,5
EitherAsync,5
tell</typeparam>,5
Task.FromResult(x),5
Calls,5
inverse,5
<returns>`TryAsync&lt;Option&lt;B&gt;&gt;`,5
you're,5
\name="\None"\>delegate\,5
assembly,5
faulted),5
Censor,5
TryAsync(x),5
merging,5
\name="\value"\>Item\,5
'unfolding',5
value',5
n)`,5
nullable,5
<returns>`Task&lt;Try&lt;B&gt;&gt;`,5
Ordering,5
'packet',5
<returns>`TryAsync&lt;Lst&lt;B&gt;&gt;`,5
<returns>`TryAsync&lt;Try&lt;B&gt;&gt;`,5
comment,5
TryOptionAsync(x),5
coalescing,5
Select,5
\10,20,30,40,50\,5
`null`</exception>,5
builds,5
<returns>`Task&lt;HashSet&lt;B&gt;&gt;`,5
Coalescing,5
Can,5
<returns>`OptionAsync&lt;Seq&lt;B&gt;&gt;`,5
actually,5
\L,\,5
reasonable,5
construction,5
\name="\what"\>The\,5
modify,5
|,5
\name="\index"\></param>\,5
hold,5
\name="\tail"\>The\,5
skipped,5
Index,5
<returns>`TryOptionAsync&lt;Try&lt;B&gt;&gt;`,5
<returns>`OptionAsync&lt;Arr&lt;B&gt;&gt;`,5
byte,5
<returns>`Task&lt;Option&lt;B&gt;&gt;`,5
<returns>`TryAsync&lt;OptionUnsafe&lt;B&gt;&gt;`,5
\name="\B"\>Target\,5
<returns>`TryOptionAsync&lt;Seq&lt;B&gt;&gt;`,5
null;,5
Compares,5
\name="\PROD"\>Product\,5
<returns>`OptionAsync&lt;Try&lt;B&gt;&gt;`,5
Set</returns>,5
\name="\keyFrom"\>Range\,5
\name="\f"\>Map\,5
dividend:,5
<returns>`TryOptionAsync&lt;HashSet&lt;B&gt;&gt;`,5
negative,5
\name="\items"\></param>\,5
'amount',5
<returns>Unfolded,5
\cref="\ValueIsNullException"\>`value`\,5
`Unit`,5
\than,\,5
(the,5
\example,\,5
type</returns>,5
hear,5
\name="\DIV"\>Divide\,5
\name="\from"\>The\,5
'func',5
Exists,5
\name="\Left"\>Value\,5
<returns>Range,5
nest,5
<returns>`TryAsync&lt;Seq&lt;B&gt;&gt;`,5
keyTo,5
v),5
skip</param>,5
type:,5
ignore,5
Succ(value),5
<returns>`OptionAsync&lt;HashSet&lt;B&gt;&gt;`,5
specific,5
instantiate,5
<returns>`TryOptionAsync&lt;TryOption&lt;B&gt;&gt;`,5
SUCCESS>`,5
<returns>`OptionAsync&lt;Lst&lt;B&gt;&gt;`,5
`Arr&lt;Try&lt;A&gt;&gt;`</returns>,4
Fail-identity,4
`Lst&lt;Arr&lt;A&gt;&gt;`</returns>,4
reduce,4
\`TryOption&lt;Seq&lt;A&gt;&gt;`,\,4
enumerable</param>,4
<returns>`IEnumerable&lt;TryOptionAsync&lt;C&gt;&gt;`,4
\`Try&lt;Arr&lt;A&gt;&gt;`,\,4
m,4
></typeparam>,4
\`IEnumerable&lt;TryOption&lt;A&gt;&gt;`,\,4
<returns>Flatmapped,4
Not(b))`</returns>,4
<returns>`Set&lt;OptionAsync&lt;C&gt;&gt;`,4
\name="\Success"\>Folder\,4
Metre,4
`IEnumerable&lt;Try&lt;A&gt;&gt;`</returns>,4
\name="\Left"\>Predicate</param>\,4
<returns>`TryOptionAsync&lt;TryOptionAsync&lt;C&gt;&gt;`,4
\FloatType<Metres,\,4
\`Option&lt;IEnumerable&lt;A&gt;&gt;`,\,4
\`Seq&lt;Try&lt;A&gt;&gt;`,\,4
<remarks>To,4
such,4
Seq&lt;C&gt;&gt;`,4
Supports,4
`Lst&lt;TryOption&lt;A&gt;&gt;`</returns>,4
<returns>`Try&lt;Task&lt;C&gt;&gt;`,4
Hour,4
(IEnumerable),4
Option&lt;C&gt;&gt;`,4
`HashSet&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\`HashSet&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
class-instance,4
MOptionUnsafe,4
ascending,4
cast,4
`Seq&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
<returns>`Set&lt;TryAsync&lt;C&gt;&gt;`,4
Execute,4
TryOption&lt;C&gt;&gt;`,4
`TryOption&lt;TryOption&lt;A&gt;&gt;`</returns>,4
Succ(x),4
\name="\A"\>List\,4
map(Result),4
<returns>`TryOptionAsync&lt;TryAsync&lt;C&gt;&gt;`,4
validation,4
\name="\FA"\>Type\,4
`Lst&lt;Set&lt;A&gt;&gt;`</returns>,4
Thread-safe,4
effect,4
`Option&lt;Try&lt;A&gt;&gt;`</returns>,4
(possibly,4
`Try&lt;Try&lt;A&gt;&gt;`</returns>,4
`IEnumerable&lt;Arr&lt;A&gt;&gt;`</returns>,4
\`Lst&lt;Arr&lt;A&gt;&gt;`,\,4
\`OptionUnsafe&lt;Seq&lt;A&gt;&gt;`,\,4
(see,4
Special,4
Memoize,4
\"\e"\);\,4
\operators,\,4
skipMany(p),4
<returns>`Option&lt;TryOptionAsync&lt;C&gt;&gt;`,4
`Lst&lt;Option&lt;A&gt;&gt;`</returns>,4
`composed`,4
\`IEnumerable&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
`Try&lt;Set&lt;A&gt;&gt;`</returns>,4
null</param>,4
\name="\msg"\>Error\,4
\`IEnumerable&lt;IEnumerable&lt;A&gt;&gt;`,\,4
foldable</returns>,4
table.Return,4
\`IEnumerable&lt;Arr&lt;A&gt;&gt;`,\,4
Validates,4
e.g,4
<returns>`TryAsync&lt;Task&lt;C&gt;&gt;`,4
valueDescriptionLess,4
\folder(state,Result)\,4
<returns>`TryAsync&lt;TryAsync&lt;C&gt;&gt;`,4
<returns>Promise,4
applicative</returns>,4
Standard,4
<returns>`Lst&lt;Task&lt;C&gt;&gt;`,4
<returns>`TryAsync&lt;IEnumerable&lt;B&gt;&gt;`,4
try,4
`OptionUnsafe&lt;Try&lt;A&gt;&gt;`</returns>,4
`OptionUnsafe&lt;Set&lt;A&gt;&gt;`</returns>,4
<returns>`TryOptionAsync&lt;OptionAsync&lt;C&gt;&gt;`,4
\`Option&lt;TryOption&lt;A&gt;&gt;`,\,4
\times,\,4
`Seq&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
cok),4
\`Lst&lt;Seq&lt;A&gt;&gt;`,\,4
<returns>`TryOptionAsync&lt;IEnumerable&lt;B&gt;&gt;`,4
succeeding,4
Bi-map,4
\name="\A"\>Succ</typeparam>\,4
<returns>Seq,4
\`Try&lt;Lst&lt;A&gt;&gt;`,\,4
\`Seq&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
`RecordType<A>`,4
`HashSet&lt;Set&lt;A&gt;&gt;`</returns>,4
Bitwise,4
initialise,4
Type,4
Push,4
\`Arr&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
`Try&lt;Option&lt;A&gt;&gt;`</returns>,4
digit,4
Assoc.Left),4
optionally,4
`Lst&lt;Lst&lt;A&gt;&gt;`</returns>,4
'Fail',4
<returns>`Task&lt;Task&lt;C&gt;&gt;`,4
(cached),4
\either(letExpr,\,4
Unsorted,4
<returns>Option<T>,4
delta,4
b(a(v))</returns>,4
<returns>`Try&lt;OptionAsync&lt;C&gt;&gt;`,4
\bool),\,4
`OptionUnsafe&lt;Seq&lt;A&gt;&gt;`</returns>,4
\`Option&lt;Lst&lt;A&gt;&gt;`,\,4
\"\b"\);\,4
\name="\fa"\>First\,4
`HashSet&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
outcome,4
\`TryOption&lt;IEnumerable&lt;A&gt;&gt;`,\,4
\name="\Term3"\>Third\,4
<returns>`IEnumerable&lt;TryAsync&lt;C&gt;&gt;`,4
\`Option&lt;Arr&lt;A&gt;&gt;`,\,4
`Set&lt;HashSet&lt;A&gt;&gt;`</returns>,4
\`Arr&lt;Lst&lt;A&gt;&gt;`,\,4
fast,4
`OptionUnsafe&lt;Arr&lt;A&gt;&gt;`</returns>,4
`IEnumerable&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\"\D"\),\,4
yielded,4
'unexpected',4
<returns>Zero,4
\`OptionUnsafe&lt;Option&lt;A&gt;&gt;`,\,4
Primarily,4
'Try',4
subsequence,4
(0),4
Arr&lt;C&gt;&gt;`,4
\[],\,4
setup,4
`IEnumerable&lt;HashSet&lt;A&gt;&gt;`</returns>,4
still,4
append</param>,4
choice(ps),4
\"\a"\);\,4
`Set&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
skipping,4
ps,4
Imperative,4
<returns>Last,4
\name="\Success"\>Predicate</param>\,4
\name="\a"\>Unit\,4
\equals<EqArray<int>,\,4
\'failure',\,4
\unexpected,\,4
\mzero,\,4
`OptionUnsafe&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
1),4
<returns>`Task&lt;TryAsync&lt;C&gt;&gt;`,4
<returns>`Try&lt;TryAsync&lt;C&gt;&gt;`,4
combinators,4
lexical,4
\Tuple(5,\,4
`TryOption&lt;Arr&lt;A&gt;&gt;`</returns>,4
\`mb`,\,4
<returns>Hash-code,4
MA,4
MOptionAsync,4
Assert.True(res,4
etc.</typeparam>,4
edit,4
<returns>`OptionUnsafe&lt;Task&lt;C&gt;&gt;`,4
successful</returns>,4
<returns>Subtractd,4
<returns>Validation,4
Kilometre,4
`Option&lt;Lst&lt;A&gt;&gt;`</returns>,4
\`Option&lt;Seq&lt;A&gt;&gt;`,\,4
\directly,\,4
`Seq&lt;HashSet&lt;A&gt;&gt;`</returns>,4
`Set&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\name="\Fail"\>Fail\,4
pretends,4
`TryOption&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\`TryOption&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
SomeUnsafe(4));,4
\IfSucc,\,4
\`Arr&lt;TryOption&lt;A&gt;&gt;`,\,4
\`Try&lt;TryOption&lt;A&gt;&gt;`,\,4
\`Try&lt;IEnumerable&lt;A&gt;&gt;`,\,4
\name="\RightAsync"\>Folder\,4
Success:,4
`IEnumerable&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\`Try&lt;Set&lt;A&gt;&gt;`,\,4
Intersect,4
\`TryOption&lt;Set&lt;A&gt;&gt;`,\,4
OptionUnsafe&lt;C&gt;&gt;`,4
complexity,4
\name="\rightMap"\>Function\,4
<returns>`Task&lt;IEnumerable&lt;B&gt;&gt;`,4
\name="\rhs"\>Stack\,4
\"\c"\);\,4
<returns>`TryOptionAsync&lt;Task&lt;C&gt;&gt;`,4
threaded,4
Set&lt;C&gt;&gt;`,4
\`Arr&lt;Set&lt;A&gt;&gt;`,\,4
null),4
<returns>Aggregated,4
\name="\EQ"\>Eq<A>\,4
step,4
`Option&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\3,\,4
`tails`,4
\parsers,\,4
\name="\FABC"\>Source\,4
<returns>[x],4
seen,4
function</typeparam>,4
`Arr&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\`Arr&lt;Seq&lt;A&gt;&gt;`,\,4
\name="\f"\>Fold\,4
\`Try`,\,4
(current,4
Internally,4
`Try&lt;TryOption&lt;A&gt;&gt;`</returns>,4
`Arr&lt;Seq&lt;A&gt;&gt;`</returns>,4
<returns>`TryAsync&lt;TryOptionAsync&lt;C&gt;&gt;`,4
equality</param>,4
general,4
\b),\,4
list:,4
<returns>`TryOption&lt;TryAsync&lt;C&gt;&gt;`,4
\name="\select"\>Delegate\,4
Failure</returns>,4
\Assoc.Left),\,4
\`IEnumerable&lt;Option&lt;A&gt;&gt;`,\,4
concatenate,4
`Arr&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\required,\,4
\`Set&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
\TFloat,\,4
\`Set&lt;TryOption&lt;A&gt;&gt;`,\,4
\`Seq&lt;Set&lt;A&gt;&gt;`,\,4
\`TryOption&lt;TryOption&lt;A&gt;&gt;`,\,4
collected,4
<returns>`IEnumerable&lt;OptionAsync&lt;C&gt;&gt;`,4
9),4
\name="\B"\>Bound\,4
tri-functor,4
<returns>`TryAsync&lt;OptionAsync&lt;C&gt;&gt;`,4
\name="\array"\>Array</param>\,4
past,4
System.Decimal,4
`Try&lt;Lst&lt;A&gt;&gt;`</returns>,4
\State<S,\,4
setB</returns>,4
Lazy,4
If/Then,4
None(Value),4
\name="\B"\>Mapped\,4
<returns>First,4
expect,4
`Set&lt;Lst&lt;A&gt;&gt;`</returns>,4
`Seq&lt;Try&lt;A&gt;&gt;`</returns>,4
<returns>`Arr&lt;Task&lt;C&gt;&gt;`,4
`Arr&lt;Lst&lt;A&gt;&gt;`</returns>,4
`IEnumerable&lt;Lst&lt;A&gt;&gt;`</returns>,4
<returns>`Task&lt;OptionAsync&lt;C&gt;&gt;`,4
validly,4
Extensions,4
\Tuple(3,\,4
\`Seq&lt;Seq&lt;A&gt;&gt;`,\,4
<returns>`Seq&lt;TryAsync&lt;C&gt;&gt;`,4
c)</typeparam>,4
\`OptionUnsafe&lt;Set&lt;A&gt;&gt;`,\,4
x.Try()</remarks>,4
\`IEnumerable&lt;Try&lt;A&gt;&gt;`,\,4
`Option&lt;HashSet&lt;A&gt;&gt;`</returns>,4
'True',4
`Set&lt;Set&lt;A&gt;&gt;`</returns>,4
Some(value)</returns>,4
\equals<EqString,\,4
key</remarks>,4
`TryOption&lt;Lst&lt;A&gt;&gt;`</returns>,4
\name="\T"\></typeparam>\,4
`TryOption&lt;Option&lt;A&gt;&gt;`</returns>,4
random,4
\"\B"\),\,4
caching,4
\`Arr&lt;HashSet&lt;A&gt;&gt;`,\,4
\(Some),\,4
`MONADB`,4
\`OptionUnsafe&lt;Arr&lt;A&gt;&gt;`,\,4
(Option<T>),4
\`Seq&lt;Arr&lt;A&gt;&gt;`,\,4
<returns>`Set&lt;Task&lt;C&gt;&gt;`,4
lhs.Multiply(rhs);,4
anything,4
rather,4
<returns>`HashSet&lt;Task&lt;C&gt;&gt;`,4
<returns>`TryOption&lt;OptionAsync&lt;C&gt;&gt;`,4
\NumType<Metres,\,4
BigInteger,4
`IEnumerable&lt;Set&lt;A&gt;&gt;`</returns>,4
\`Arr&lt;Try&lt;A&gt;&gt;`,\,4
<returns>`Set&lt;TryOptionAsync&lt;C&gt;&gt;`,4
Eithers,4
\(b,\,4
many1(letter);,4
<returns>Appended,4
`Try&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
\`OptionUnsafe&lt;HashSet&lt;A&gt;&gt;`,\,4
recursive,4
'success,4
\name="\self"\>Value\,4
<returns>`OptionUnsafe&lt;TryOptionAsync&lt;C&gt;&gt;`,4
clear</param>,4
`Lst&lt;HashSet&lt;A&gt;&gt;`</returns>,4
`IEnumerable&lt;Seq&lt;A&gt;&gt;`</returns>,4
\`Set&lt;Set&lt;A&gt;&gt;`,\,4
<returns>`Try&lt;TryOptionAsync&lt;C&gt;&gt;`,4
<returns>`TryOption&lt;Task&lt;C&gt;&gt;`,4
\`HashSet&lt;Set&lt;A&gt;&gt;`,\,4
\"\\,4
Fail(e),4
\name="\xs"\>The\,4
<returns>`HashSet&lt;TryAsync&lt;C&gt;&gt;`,4
\`Set&lt;Arr&lt;A&gt;&gt;`,\,4
<returns>c(b(a(v)))</returns>,4
<returns>OptionAsync,4
ex.Match&lt;string&gt;(),4
\name="\FB"\>Type\,4
\Tuple(4,\,4
\`TryOption&lt;HashSet&lt;A&gt;&gt;`,\,4
<returns>`Seq&lt;TryOptionAsync&lt;C&gt;&gt;`,4
differencing,4
raise,4
...;,4
result</returns>,4
Used,4
<returns>`Arr&lt;OptionAsync&lt;C&gt;&gt;`,4
computation:,4
\name="\x"\>First\,4
f(a,4
\`HashSet&lt;Arr&lt;A&gt;&gt;`,\,4
tails,4
away,4
\Match,\,4
\name="\map"\>Projection\,4
MonadAsync</returns>,4
\`OptionUnsafe&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
<returns>`Seq&lt;Task&lt;C&gt;&gt;`,4
\`IEnumerable&lt;HashSet&lt;A&gt;&gt;`,\,4
\<returns>`XOr(Not(a),\,4
`x`</returns>,4
specify,4
Forces,4
`Option&lt;Seq&lt;A&gt;&gt;`</returns>,4
\types,and\,4
\`Lst&lt;TryOption&lt;A&gt;&gt;`,\,4
ForAll,4
pre-populated,4
languages,4
Indicates,4
\`HashSet&lt;HashSet&lt;A&gt;&gt;`,\,4
Iterates,4
q,4
dispatch,4
(Concat,4
\`OptionUnsafe&lt;TryOption&lt;A&gt;&gt;`,\,4
<returns>`HashSet&lt;OptionAsync&lt;C&gt;&gt;`,4
HashSet,4
\name="\Env"\>Environment</typeparam>\,4
`TryOption&lt;Set&lt;A&gt;&gt;`</returns>,4
\15,\,4
lookAhead(p),4
\name="\y"\>Second\,4
\these,\,4
v);,4
\values,\,4
summed,4
\`Lst&lt;Option&lt;A&gt;&gt;`,\,4
\`Lst&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
\"\d"\);\,4
\name="\disposable"\>Disposable\,4
`Lst&lt;Seq&lt;A&gt;&gt;`</returns>,4
\`Writer`,\,4
\`Option&lt;Set&lt;A&gt;&gt;`,\,4
IReadOnlyDictionary,4
Cons,4
<returns>`Lst&lt;TryOptionAsync&lt;C&gt;&gt;`,4
overflow,4
basic,4
ahead,4
\`Seq&lt;HashSet&lt;A&gt;&gt;`,\,4
`HashSet&lt;Arr&lt;A&gt;&gt;`</returns>,4
opt);,4
\name="\A"\>Seq\,4
Raises,4
\parser,\,4
Centimetre,4
parsed</param>,4
`Arr&lt;HashSet&lt;A&gt;&gt;`</returns>,4
`Set&lt;Arr&lt;A&gt;&gt;`</returns>,4
`Set&lt;Option&lt;A&gt;&gt;`</returns>,4
\equality,\,4
Func<T>,4
<returns>`Seq&lt;OptionAsync&lt;C&gt;&gt;`,4
(Any,4
Writers,4
\`OptionUnsafe&lt;Lst&lt;A&gt;&gt;`,\,4
`OptionUnsafe&lt;TryOption&lt;A&gt;&gt;`</returns>,4
same</returns>,4
Keys,4
\`Lst&lt;Set&lt;A&gt;&gt;`,\,4
items),4
\`TryOption&lt;Option&lt;A&gt;&gt;`,\,4
those</returns>,4
doing,4
\"\A"\),\,4
<returns>`OptionAsync&lt;TryAsync&lt;C&gt;&gt;`,4
(Or,4
_,4
`Try&lt;Arr&lt;A&gt;&gt;`</returns>,4
.None(...),4
\(W,\,4
non-stack,4
remarks,4
\4,\,4
now,4
`Seq&lt;Lst&lt;A&gt;&gt;`</returns>,4
consume,4
Typeclass,4
`TryOption&lt;IEnumerable&lt;A&gt;&gt;`</returns>,4
`Set&lt;TryOption&lt;A&gt;&gt;`</returns>,4
<returns>`Task&lt;TryOptionAsync&lt;C&gt;&gt;`,4
`Try&lt;HashSet&lt;A&gt;&gt;`</returns>,4
especially,4
Stream,4
<returns>`Option&lt;TryAsync&lt;C&gt;&gt;`,4
\`Set&lt;Try&lt;A&gt;&gt;`,\,4
\`Try&lt;OptionUnsafe&lt;A&gt;&gt;`,\,4
`Arr&lt;Option&lt;A&gt;&gt;`</returns>,4
0</returns>,4
`Run`,4
deals,4
Fluent,4
`Option&lt;TryOption&lt;A&gt;&gt;`</returns>,4
\name="\MA"\>The\,4
\`OptionUnsafe&lt;IEnumerable&lt;A&gt;&gt;`,\,4
h1);,4
`OptionUnsafe&lt;Option&lt;A&gt;&gt;`</returns>,4
<returns>`OptionAsync&lt;Task&lt;C&gt;&gt;`,4
\`Seq&lt;Option&lt;A&gt;&gt;`,\,4
\name="\obj"\>Object\,4
\`Option&lt;Try&lt;A&gt;&gt;`,\,4
computes,4
monads</returns>,4
executed</returns>,4
\name="\defaultValue"\>Default\,4
Floating,4
HashSet&lt;C&gt;&gt;`,4
\`Seq&lt;IEnumerable&lt;A&gt;&gt;`,\,4
`Try&lt;Seq&lt;A&gt;&gt;`</returns>,4
\`Set&lt;Option&lt;A&gt;&gt;`,\,4
\name="\ERROR"\>Error\,4
HasValue</returns>,4
`OptionUnsafe&lt;Lst&lt;A&gt;&gt;`</returns>,4
single-precision,4
\cerr,\,4
int>(y),4
<returns>0</returns>,4
`HashSet&lt;Try&lt;A&gt;&gt;`</returns>,4
produced)</returns>,4
\name="\action"\>Delegate\,4
\name="\value"\>Left\,4
\`Lst&lt;Try&lt;A&gt;&gt;`,\,4
`tailsr`,4
b(a())</returns>,4
\`(W,\,4
`Option&lt;OptionUnsafe&lt;A&gt;&gt;`</returns>,4
\`OptionUnsafe&lt;Try&lt;A&gt;&gt;`,\,4
Compute,4
`Seq&lt;Set&lt;A&gt;&gt;`</returns>,4
Build,4
Turn,4
Concatenates,4
Result<A>,4
\name="\C"\>Source\,4
treated,4
`HashSet&lt;Option&lt;A&gt;&gt;`</returns>,4
int>,4
`TryOption&lt;Seq&lt;A&gt;&gt;`</returns>,4
`HashSet&lt;TryOption&lt;A&gt;&gt;`</returns>,4
MOption,4
\`Set&lt;HashSet&lt;A&gt;&gt;`,\,4
other.Greater,4
\identifier).label("\expression"\);\,4
shifted,4
\Writer<MonoidW,\,4
<returns>`TryOption&lt;TryOptionAsync&lt;C&gt;&gt;`,4
\`HashSet&lt;Try&lt;A&gt;&gt;`,\,4
`Set&lt;Try&lt;A&gt;&gt;`</returns>,4
\Option,\,4
<returns>`Option&lt;OptionAsync&lt;C&gt;&gt;`,4
per,4
\"\C"\),\,4
\`Set&lt;IEnumerable&lt;A&gt;&gt;`,\,4
\`Seq&lt;TryOption&lt;A&gt;&gt;`,\,4
\`IEnumerable&lt;Seq&lt;A&gt;&gt;`,\,4
other.ZeroThe,4
<returns>`OptionAsync&lt;TryOptionAsync&lt;C&gt;&gt;`,4
<returns>`Lst&lt;TryAsync&lt;C&gt;&gt;`,4
\Func<int,int>\,4
V,4
primitive,4
V>`,4
delay,4
performt,4
`mb`,4
\other,\,4
Minute,4
`TryOption&lt;Try&lt;A&gt;&gt;`</returns>,4
<returns>v,4
(OptionAsync<T>),4
Prefix,4
'Text.Parsec.Combinator.notFollowedBy',4
case),4
\`HashSet&lt;Lst&lt;A&gt;&gt;`,\,4
monadic</typeparam>,4
\`HashSet&lt;IEnumerable&lt;A&gt;&gt;`,\,4
<returns>`OptionAsync&lt;OptionAsync&lt;C&gt;&gt;`,4
`HashSet&lt;Lst&lt;A&gt;&gt;`</returns>,4
\`Lst&lt;HashSet&lt;A&gt;&gt;`,\,4
Lst&lt;C&gt;&gt;`,4
Iterable:,4
\Span,\,4
blocks,4
\name="\fb"\>Second\,4
`Arr&lt;TryOption&lt;A&gt;&gt;`</returns>,4
auto-clean,4
able,4
.Apply(SomeUnsafe(4));,4
\`Lst&lt;IEnumerable&lt;A&gt;&gt;`,\,4
\name="\f"\>Inner\,4
`TryOption&lt;HashSet&lt;A&gt;&gt;`</returns>,4
<returns>`Arr&lt;TryOptionAsync&lt;C&gt;&gt;`,4
EitherLeft,4
empty),4
`Arr&lt;Arr&lt;A&gt;&gt;`</returns>,4
`Seq&lt;Option&lt;A&gt;&gt;`</returns>,4
Produce,4
'Succ',4
\`IEnumerable&lt;Set&lt;A&gt;&gt;`,\,4
